10.00,20.00,30.00,40.00,3 months,12 months,36 months,cotton,jersey,polyester,normal,energy,recycled,workers health and welfare,Bangladesh,turkey,spain,Price,Quality,Material,Production,Country of Origin,Price,Quality,Material,Production,Country of Origin
0.64919,0.39129,-0.21907,-0.82142,-0.77307,0.05023,0.72284,0.38389,0.10051,-0.48439,-1.41223,0.24176,0.37286,0.79761,-0.29038,0.13101,0.15936,1.47061,1.21271,0.87165,1.54426,1.49591,22.30%,18.39%,13.22%,23.42%,22.68%
